no change     /nfs/home/vpais/miniconda/condabin/conda
no change     /nfs/home/vpais/miniconda/bin/conda
no change     /nfs/home/vpais/miniconda/bin/conda-env
no change     /nfs/home/vpais/miniconda/bin/activate
no change     /nfs/home/vpais/miniconda/bin/deactivate
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.sh
no change     /nfs/home/vpais/miniconda/etc/fish/conf.d/conda.fish
no change     /nfs/home/vpais/miniconda/shell/condabin/Conda.psm1
no change     /nfs/home/vpais/miniconda/shell/condabin/conda-hook.ps1
no change     /nfs/home/vpais/miniconda/lib/python3.9/site-packages/xontrib/conda.xsh
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.csh
no change     /nfs/home/vpais/.bashrc
No action taken.
Using MPI version 3.1, 8 processes
Meep progress: 336.5625/1224.9 = 27.5% done in 13275.3s, 35039.5s to go
on time step 5385 (time=336.562), 2.42808 s/step
Meep progress: 336.6875/1224.9 = 27.5% done in 13280.2s, 35034.4s to go
on time step 5387 (time=336.688), 2.42849 s/step
Meep progress: 336.8125/1224.9 = 27.5% done in 13285.0s, 35029.2s to go
on time step 5389 (time=336.812), 2.42972 s/step
Meep progress: 336.9375/1224.9 = 27.5% done in 13289.9s, 35024.1s to go
on time step 5391 (time=336.938), 2.42987 s/step
Meep progress: 337.0625/1224.9 = 27.5% done in 13294.8s, 35019.0s to go
on time step 5393 (time=337.062), 2.42976 s/step
Meep progress: 337.1875/1224.9 = 27.5% done in 13299.6s, 35013.9s to go
on time step 5395 (time=337.188), 2.42997 s/step
Meep progress: 337.3125/1224.9 = 27.5% done in 13304.5s, 35008.8s to go
on time step 5397 (time=337.312), 2.4296 s/step
Meep progress: 337.4375/1224.9 = 27.5% done in 13309.3s, 35003.6s to go
on time step 5399 (time=337.438), 2.42835 s/step
Meep progress: 337.5625/1224.9 = 27.6% done in 13314.2s, 34998.5s to go
on time step 5401 (time=337.562), 2.42971 s/step
Meep progress: 337.6875/1224.9 = 27.6% done in 13319.1s, 34993.4s to go
on time step 5403 (time=337.688), 2.42896 s/step
Meep progress: 337.8125/1224.9 = 27.6% done in 13323.9s, 34988.3s to go
on time step 5405 (time=337.812), 2.42983 s/step
Meep progress: 337.9375/1224.9 = 27.6% done in 13328.8s, 34983.2s to go
on time step 5407 (time=337.938), 2.42991 s/step
Meep progress: 338.0625/1224.9 = 27.6% done in 13333.6s, 34978.1s to go
on time step 5409 (time=338.062), 2.42946 s/step
Meep progress: 338.1875/1224.9 = 27.6% done in 13338.5s, 34972.9s to go
on time step 5411 (time=338.188), 2.42889 s/step
Meep progress: 338.3125/1224.9 = 27.6% done in 13343.4s, 34967.8s to go
on time step 5413 (time=338.312), 2.42856 s/step
Meep progress: 338.4375/1224.9 = 27.6% done in 13348.2s, 34962.7s to go
on time step 5415 (time=338.438), 2.43004 s/step
Meep progress: 338.5625/1224.9 = 27.6% done in 13353.1s, 34957.6s to go
on time step 5417 (time=338.562), 2.42874 s/step
Meep progress: 338.6875/1224.9 = 27.7% done in 13357.9s, 34952.5s to go
on time step 5419 (time=338.688), 2.42988 s/step
Meep progress: 338.8125/1224.9 = 27.7% done in 13362.8s, 34947.4s to go
on time step 5421 (time=338.812), 2.4294 s/step
Meep progress: 338.9375/1224.9 = 27.7% done in 13367.6s, 34942.2s to go
on time step 5423 (time=338.938), 2.42996 s/step
Meep progress: 339.0625/1224.9 = 27.7% done in 13372.5s, 34937.1s to go
on time step 5425 (time=339.062), 2.42927 s/step
Meep progress: 339.1875/1224.9 = 27.7% done in 13377.4s, 34932.0s to go
on time step 5427 (time=339.188), 2.42815 s/step
Meep progress: 339.3125/1224.9 = 27.7% done in 13382.2s, 34926.9s to go
on time step 5429 (time=339.312), 2.43026 s/step
Meep progress: 339.4375/1224.9 = 27.7% done in 13387.1s, 34921.8s to go
on time step 5431 (time=339.438), 2.42981 s/step
Meep progress: 339.5625/1224.9 = 27.7% done in 13391.9s, 34916.7s to go
on time step 5433 (time=339.562), 2.4295 s/step
Meep progress: 339.6875/1224.9 = 27.7% done in 13396.8s, 34911.6s to go
on time step 5435 (time=339.688), 2.42974 s/step
Meep progress: 339.8125/1224.9 = 27.7% done in 13401.7s, 34906.4s to go
on time step 5437 (time=339.812), 2.42978 s/step
Meep progress: 339.9375/1224.9 = 27.8% done in 13406.5s, 34901.3s to go
on time step 5439 (time=339.938), 2.42907 s/step
Meep progress: 340.0625/1224.9 = 27.8% done in 13411.4s, 34896.2s to go
on time step 5441 (time=340.062), 2.4301 s/step
Meep progress: 340.1875/1224.9 = 27.8% done in 13416.2s, 34891.1s to go
on time step 5443 (time=340.188), 2.43031 s/step
Meep progress: 340.3125/1224.9 = 27.8% done in 13421.1s, 34886.0s to go
on time step 5445 (time=340.312), 2.43009 s/step
Meep progress: 340.4375/1224.9 = 27.8% done in 13426.0s, 34880.9s to go
on time step 5447 (time=340.438), 2.42942 s/step
Meep progress: 340.5625/1224.9 = 27.8% done in 13430.8s, 34875.8s to go
on time step 5449 (time=340.562), 2.42998 s/step
Meep progress: 340.6875/1224.9 = 27.8% done in 13435.7s, 34870.7s to go
on time step 5451 (time=340.688), 2.42931 s/step
Meep progress: 340.8125/1224.9 = 27.8% done in 13440.5s, 34865.5s to go
on time step 5453 (time=340.812), 2.42945 s/step
Meep progress: 340.9375/1224.9 = 27.8% done in 13445.4s, 34860.4s to go
on time step 5455 (time=340.938), 2.42879 s/step
Meep progress: 341.0625/1224.9 = 27.8% done in 13450.3s, 34855.3s to go
on time step 5457 (time=341.062), 2.42963 s/step
Meep progress: 341.1875/1224.9 = 27.9% done in 13455.1s, 34850.2s to go
on time step 5459 (time=341.188), 2.42945 s/step
Meep progress: 341.3125/1224.9 = 27.9% done in 13460.0s, 34845.1s to go
on time step 5461 (time=341.312), 2.42989 s/step
Meep progress: 341.4375/1224.9 = 27.9% done in 13464.8s, 34840.0s to go
on time step 5463 (time=341.438), 2.4304 s/step
Meep progress: 341.5625/1224.9 = 27.9% done in 13469.7s, 34834.9s to go
on time step 5465 (time=341.562), 2.42991 s/step
Meep progress: 341.6875/1224.9 = 27.9% done in 13474.6s, 34829.8s to go
on time step 5467 (time=341.688), 2.4284 s/step
Meep progress: 341.8125/1224.9 = 27.9% done in 13479.4s, 34824.7s to go
on time step 5469 (time=341.812), 2.43138 s/step
Meep progress: 341.9375/1224.9 = 27.9% done in 13484.3s, 34819.6s to go
on time step 5471 (time=341.938), 2.43021 s/step
Meep progress: 342.0625/1224.9 = 27.9% done in 13489.1s, 34814.4s to go
on time step 5473 (time=342.062), 2.43002 s/step
Meep progress: 342.1875/1224.9 = 27.9% done in 13494.0s, 34809.3s to go
on time step 5475 (time=342.188), 2.42951 s/step
Meep progress: 342.3125/1224.9 = 27.9% done in 13498.9s, 34804.2s to go
on time step 5477 (time=342.312), 2.42996 s/step
Meep progress: 342.4375/1224.9 = 28.0% done in 13503.7s, 34799.1s to go
on time step 5479 (time=342.438), 2.43014 s/step
Meep progress: 342.5625/1224.9 = 28.0% done in 13508.6s, 34794.0s to go
on time step 5481 (time=342.562), 2.42958 s/step
Meep progress: 342.6875/1224.9 = 28.0% done in 13513.4s, 34788.9s to go
on time step 5483 (time=342.688), 2.42985 s/step
Meep progress: 342.8125/1224.9 = 28.0% done in 13518.3s, 34783.8s to go
on time step 5485 (time=342.812), 2.42969 s/step
Meep progress: 342.9375/1224.9 = 28.0% done in 13523.2s, 34778.7s to go
on time step 5487 (time=342.938), 2.42969 s/step
Meep progress: 343.0625/1224.9 = 28.0% done in 13528.0s, 34773.6s to go
on time step 5489 (time=343.062), 2.42974 s/step
Meep progress: 343.1875/1224.9 = 28.0% done in 13532.9s, 34768.5s to go
on time step 5491 (time=343.188), 2.42975 s/step
Meep progress: 343.3125/1224.9 = 28.0% done in 13537.7s, 34763.4s to go
on time step 5493 (time=343.312), 2.43005 s/step
Meep progress: 343.4375/1224.9 = 28.0% done in 13542.6s, 34758.3s to go
on time step 5495 (time=343.438), 2.42958 s/step
Meep progress: 343.5625/1224.9 = 28.0% done in 13547.5s, 34753.1s to go
on time step 5497 (time=343.562), 2.42901 s/step
Meep progress: 343.6875/1224.9 = 28.1% done in 13552.3s, 34748.0s to go
on time step 5499 (time=343.688), 2.43003 s/step
Meep progress: 343.8125/1224.9 = 28.1% done in 13557.2s, 34742.9s to go
on time step 5501 (time=343.812), 2.42979 s/step
Meep progress: 343.9375/1224.9 = 28.1% done in 13562.0s, 34737.8s to go
on time step 5503 (time=343.938), 2.42944 s/step
Meep progress: 344.0625/1224.9 = 28.1% done in 13566.9s, 34732.7s to go
on time step 5505 (time=344.062), 2.42918 s/step
Meep progress: 344.1875/1224.9 = 28.1% done in 13571.7s, 34727.6s to go
on time step 5507 (time=344.188), 2.42954 s/step
Meep progress: 344.3125/1224.9 = 28.1% done in 13576.6s, 34722.5s to go
on time step 5509 (time=344.312), 2.42937 s/step
Meep progress: 344.4375/1224.9 = 28.1% done in 13581.5s, 34717.4s to go
on time step 5511 (time=344.438), 2.42991 s/step
Meep progress: 344.5625/1224.9 = 28.1% done in 13586.3s, 34712.3s to go
on time step 5513 (time=344.562), 2.42972 s/step
Meep progress: 344.6875/1224.9 = 28.1% done in 13591.2s, 34707.2s to go
on time step 5515 (time=344.688), 2.42964 s/step
Meep progress: 344.8125/1224.9 = 28.2% done in 13596.0s, 34702.1s to go
on time step 5517 (time=344.812), 2.42985 s/step
Meep progress: 344.9375/1224.9 = 28.2% done in 13600.9s, 34697.0s to go
on time step 5519 (time=344.938), 2.42811 s/step
Meep progress: 345.0625/1224.9 = 28.2% done in 13605.8s, 34691.9s to go
on time step 5521 (time=345.062), 2.42976 s/step
Meep progress: 345.1875/1224.9 = 28.2% done in 13610.6s, 34686.7s to go
on time step 5523 (time=345.188), 2.42978 s/step
Meep progress: 345.3125/1224.9 = 28.2% done in 13615.5s, 34681.6s to go
on time step 5525 (time=345.312), 2.42895 s/step
Meep progress: 345.4375/1224.9 = 28.2% done in 13620.3s, 34676.5s to go
on time step 5527 (time=345.438), 2.42983 s/step
Meep progress: 345.5625/1224.9 = 28.2% done in 13625.2s, 34671.4s to go
on time step 5529 (time=345.562), 2.42981 s/step
Meep progress: 345.6875/1224.9 = 28.2% done in 13630.1s, 34666.3s to go
on time step 5531 (time=345.688), 2.42995 s/step
Meep progress: 345.8125/1224.9 = 28.2% done in 13634.9s, 34661.2s to go
on time step 5533 (time=345.812), 2.42958 s/step
Meep progress: 345.9375/1224.9 = 28.2% done in 13639.8s, 34656.1s to go
on time step 5535 (time=345.938), 2.42861 s/step
Meep progress: 346.0625/1224.9 = 28.3% done in 13644.6s, 34651.0s to go
on time step 5537 (time=346.062), 2.4298 s/step
Meep progress: 346.1875/1224.9 = 28.3% done in 13649.5s, 34645.9s to go
on time step 5539 (time=346.188), 2.42916 s/step
Meep progress: 346.3125/1224.9 = 28.3% done in 13654.4s, 34640.8s to go
on time step 5541 (time=346.312), 2.42958 s/step
Meep progress: 346.4375/1224.9 = 28.3% done in 13659.2s, 34635.7s to go
on time step 5543 (time=346.438), 2.42971 s/step
Meep progress: 346.5625/1224.9 = 28.3% done in 13664.1s, 34630.6s to go
on time step 5545 (time=346.562), 2.42851 s/step
Meep progress: 346.6875/1224.9 = 28.3% done in 13668.9s, 34625.5s to go
on time step 5547 (time=346.688), 2.4298 s/step
Meep progress: 346.8125/1224.9 = 28.3% done in 13673.8s, 34620.4s to go
on time step 5549 (time=346.812), 2.42877 s/step
Meep progress: 346.9375/1224.9 = 28.3% done in 13678.6s, 34615.3s to go
on time step 5551 (time=346.938), 2.42958 s/step
Meep progress: 347.0625/1224.9 = 28.3% done in 13683.5s, 34610.2s to go
on time step 5553 (time=347.062), 2.42908 s/step
Meep progress: 347.1875/1224.9 = 28.3% done in 13688.4s, 34605.1s to go
on time step 5555 (time=347.188), 2.42975 s/step
Meep progress: 347.3125/1224.9 = 28.4% done in 13693.2s, 34600.0s to go
on time step 5557 (time=347.312), 2.4298 s/step
Meep progress: 347.4375/1224.9 = 28.4% done in 13698.1s, 34594.9s to go
on time step 5559 (time=347.438), 2.42909 s/step
Meep progress: 347.5625/1224.9 = 28.4% done in 13702.9s, 34589.8s to go
on time step 5561 (time=347.562), 2.42873 s/step
Meep progress: 347.6875/1224.9 = 28.4% done in 13707.8s, 34584.7s to go
on time step 5563 (time=347.688), 2.42975 s/step
Meep progress: 347.8125/1224.9 = 28.4% done in 13712.7s, 34579.6s to go
on time step 5565 (time=347.812), 2.42986 s/step
Meep progress: 347.9375/1224.9 = 28.4% done in 13717.5s, 34574.5s to go
on time step 5567 (time=347.938), 2.43 s/step
Meep progress: 348.0625/1224.9 = 28.4% done in 13722.4s, 34569.3s to go
on time step 5569 (time=348.062), 2.42958 s/step
Meep progress: 348.1875/1224.9 = 28.4% done in 13727.2s, 34564.3s to go
on time step 5571 (time=348.188), 2.4302 s/step
Meep progress: 348.3125/1224.9 = 28.4% done in 13732.1s, 34559.1s to go
on time step 5573 (time=348.312), 2.42966 s/step
Meep progress: 348.4375/1224.9 = 28.4% done in 13737.0s, 34554.0s to go
on time step 5575 (time=348.438), 2.42835 s/step
Meep progress: 348.5625/1224.9 = 28.5% done in 13741.8s, 34548.9s to go
on time step 5577 (time=348.562), 2.43015 s/step
Meep progress: 348.6875/1224.9 = 28.5% done in 13746.7s, 34543.8s to go
on time step 5579 (time=348.688), 2.4296 s/step
Meep progress: 348.8125/1224.9 = 28.5% done in 13751.6s, 34538.8s to go
on time step 5581 (time=348.812), 2.44753 s/step
Meep progress: 348.9375/1224.9 = 28.5% done in 13756.4s, 34533.7s to go
on time step 5583 (time=348.938), 2.42962 s/step
Meep progress: 349.0625/1224.9 = 28.5% done in 13761.3s, 34528.6s to go
on time step 5585 (time=349.062), 2.4296 s/step
Meep progress: 349.1875/1224.9 = 28.5% done in 13766.1s, 34523.5s to go
on time step 5587 (time=349.188), 2.42816 s/step
Meep progress: 349.3125/1224.9 = 28.5% done in 13771.0s, 34518.4s to go
on time step 5589 (time=349.312), 2.42927 s/step
Meep progress: 349.4375/1224.9 = 28.5% done in 13775.9s, 34513.3s to go
on time step 5591 (time=349.438), 2.4298 s/step
Meep progress: 349.5625/1224.9 = 28.5% done in 13780.7s, 34508.2s to go
on time step 5593 (time=349.562), 2.43248 s/step
Meep progress: 349.6875/1224.9 = 28.5% done in 13785.6s, 34503.1s to go
on time step 5595 (time=349.688), 2.42994 s/step
Meep progress: 349.8125/1224.9 = 28.6% done in 13790.4s, 34498.0s to go
on time step 5597 (time=349.812), 2.42991 s/step
Meep progress: 349.9375/1224.9 = 28.6% done in 13795.3s, 34492.9s to go
on time step 5599 (time=349.938), 2.42994 s/step
Meep progress: 350.0625/1224.9 = 28.6% done in 13800.2s, 34487.9s to go
on time step 5601 (time=350.062), 2.43049 s/step
Meep progress: 350.1875/1224.9 = 28.6% done in 13805.0s, 34482.7s to go
on time step 5603 (time=350.188), 2.42897 s/step
Meep progress: 350.3125/1224.9 = 28.6% done in 13809.9s, 34477.7s to go
on time step 5605 (time=350.312), 2.43007 s/step
Meep progress: 350.4375/1224.9 = 28.6% done in 13814.7s, 34472.6s to go
on time step 5607 (time=350.438), 2.43007 s/step
Meep progress: 350.5625/1224.9 = 28.6% done in 13819.6s, 34467.5s to go
on time step 5609 (time=350.562), 2.42936 s/step
Meep progress: 350.6875/1224.9 = 28.6% done in 13824.5s, 34462.4s to go
on time step 5611 (time=350.688), 2.42932 s/step
Meep progress: 350.8125/1224.9 = 28.6% done in 13829.3s, 34457.3s to go
on time step 5613 (time=350.812), 2.43001 s/step
Meep progress: 350.9375/1224.9 = 28.7% done in 13834.2s, 34452.2s to go
on time step 5615 (time=350.938), 2.42904 s/step
Meep progress: 351.0625/1224.9 = 28.7% done in 13839.0s, 34447.1s to go
on time step 5617 (time=351.062), 2.42864 s/step
Meep progress: 351.1875/1224.9 = 28.7% done in 13843.9s, 34442.0s to go
on time step 5619 (time=351.188), 2.42932 s/step
Meep progress: 351.3125/1224.9 = 28.7% done in 13848.8s, 34436.9s to go
on time step 5621 (time=351.312), 2.42996 s/step
Meep progress: 351.4375/1224.9 = 28.7% done in 13853.6s, 34431.8s to go
on time step 5623 (time=351.438), 2.42975 s/step
Meep progress: 351.5625/1224.9 = 28.7% done in 13858.5s, 34426.7s to go
on time step 5625 (time=351.562), 2.42993 s/step
Meep progress: 351.6875/1224.9 = 28.7% done in 13863.3s, 34421.6s to go
on time step 5627 (time=351.688), 2.4282 s/step
Meep progress: 351.8125/1224.9 = 28.7% done in 13868.2s, 34416.5s to go
on time step 5629 (time=351.812), 2.42801 s/step
Meep progress: 351.9375/1224.9 = 28.7% done in 13873.0s, 34411.4s to go
on time step 5631 (time=351.938), 2.42892 s/step
Meep progress: 352.0625/1224.9 = 28.7% done in 13877.9s, 34406.3s to go
on time step 5633 (time=352.062), 2.42957 s/step
Meep progress: 352.1875/1224.9 = 28.8% done in 13882.8s, 34401.2s to go
on time step 5635 (time=352.188), 2.43008 s/step
Meep progress: 352.3125/1224.9 = 28.8% done in 13887.6s, 34396.1s to go
on time step 5637 (time=352.312), 2.43039 s/step
Meep progress: 352.4375/1224.9 = 28.8% done in 13892.5s, 34391.0s to go
on time step 5639 (time=352.438), 2.42964 s/step
Meep progress: 352.5625/1224.9 = 28.8% done in 13897.3s, 34385.9s to go
on time step 5641 (time=352.562), 2.42842 s/step
Meep progress: 352.6875/1224.9 = 28.8% done in 13902.2s, 34380.8s to go
on time step 5643 (time=352.688), 2.4285 s/step
Meep progress: 352.8125/1224.9 = 28.8% done in 13907.1s, 34375.7s to go
on time step 5645 (time=352.812), 2.42902 s/step
Meep progress: 352.9375/1224.9 = 28.8% done in 13911.9s, 34370.6s to go
on time step 5647 (time=352.938), 2.42979 s/step
Meep progress: 353.0625/1224.9 = 28.8% done in 13916.8s, 34365.5s to go
on time step 5649 (time=353.062), 2.42968 s/step
Meep progress: 353.1875/1224.9 = 28.8% done in 13921.6s, 34360.4s to go
on time step 5651 (time=353.188), 2.43019 s/step
Meep progress: 353.3125/1224.9 = 28.8% done in 13926.5s, 34355.3s to go
on time step 5653 (time=353.312), 2.42918 s/step
Meep progress: 353.4375/1224.9 = 28.9% done in 13931.4s, 34350.2s to go
on time step 5655 (time=353.438), 2.42812 s/step
Meep progress: 353.5625/1224.9 = 28.9% done in 13936.2s, 34345.1s to go
on time step 5657 (time=353.562), 2.42892 s/step
Meep progress: 353.6875/1224.9 = 28.9% done in 13941.1s, 34340.0s to go
on time step 5659 (time=353.688), 2.42862 s/step
Meep progress: 353.8125/1224.9 = 28.9% done in 13945.9s, 34334.9s to go
on time step 5661 (time=353.812), 2.42967 s/step
Meep progress: 353.9375/1224.9 = 28.9% done in 13950.8s, 34329.8s to go
on time step 5663 (time=353.938), 2.42885 s/step
Meep progress: 354.0625/1224.9 = 28.9% done in 13955.6s, 34324.7s to go
on time step 5665 (time=354.062), 2.42961 s/step
Meep progress: 354.1875/1224.9 = 28.9% done in 13960.5s, 34319.6s to go
on time step 5667 (time=354.188), 2.42961 s/step
Meep progress: 354.3125/1224.9 = 28.9% done in 13965.4s, 34314.5s to go
on time step 5669 (time=354.312), 2.42967 s/step
Meep progress: 354.4375/1224.9 = 28.9% done in 13970.2s, 34309.4s to go
on time step 5671 (time=354.438), 2.4278 s/step
Meep progress: 354.5625/1224.9 = 28.9% done in 13975.1s, 34304.3s to go
on time step 5673 (time=354.562), 2.42975 s/step
Meep progress: 354.6875/1224.9 = 29.0% done in 13979.9s, 34299.3s to go
on time step 5675 (time=354.688), 2.42989 s/step
Meep progress: 354.8125/1224.9 = 29.0% done in 13984.8s, 34294.2s to go
on time step 5677 (time=354.812), 2.42993 s/step
Meep progress: 354.9375/1224.9 = 29.0% done in 13989.7s, 34289.1s to go
on time step 5679 (time=354.938), 2.42953 s/step
Meep progress: 355.0625/1224.9 = 29.0% done in 13994.5s, 34284.0s to go
on time step 5681 (time=355.062), 2.42927 s/step
Meep progress: 355.1875/1224.9 = 29.0% done in 13999.4s, 34278.9s to go
on time step 5683 (time=355.188), 2.42819 s/step
Meep progress: 355.3125/1224.9 = 29.0% done in 14004.2s, 34273.8s to go
on time step 5685 (time=355.312), 2.42973 s/step
Meep progress: 355.4375/1224.9 = 29.0% done in 14009.1s, 34268.7s to go
on time step 5687 (time=355.438), 2.42955 s/step
Meep progress: 355.5625/1224.9 = 29.0% done in 14014.0s, 34263.6s to go
on time step 5689 (time=355.562), 2.42925 s/step
Meep progress: 355.6875/1224.9 = 29.0% done in 14018.8s, 34258.5s to go
on time step 5691 (time=355.688), 2.42953 s/step
Meep progress: 355.8125/1224.9 = 29.0% done in 14023.7s, 34253.4s to go
on time step 5693 (time=355.812), 2.42956 s/step
Meep progress: 355.9375/1224.9 = 29.1% done in 14028.5s, 34248.3s to go
on time step 5695 (time=355.938), 2.42932 s/step
Meep progress: 356.0625/1224.9 = 29.1% done in 14033.4s, 34243.2s to go
on time step 5697 (time=356.062), 2.43037 s/step
Meep progress: 356.1875/1224.9 = 29.1% done in 14038.2s, 34238.2s to go
on time step 5699 (time=356.188), 2.43012 s/step
Meep progress: 356.3125/1224.9 = 29.1% done in 14043.1s, 34233.1s to go
on time step 5701 (time=356.312), 2.42942 s/step
Meep progress: 356.4375/1224.9 = 29.1% done in 14048.0s, 34228.0s to go
on time step 5703 (time=356.438), 2.42853 s/step
Meep progress: 356.5625/1224.9 = 29.1% done in 14052.8s, 34222.9s to go
on time step 5705 (time=356.562), 2.42907 s/step
Meep progress: 356.6875/1224.9 = 29.1% done in 14057.7s, 34217.8s to go
on time step 5707 (time=356.688), 2.42933 s/step
Meep progress: 356.8125/1224.9 = 29.1% done in 14062.5s, 34212.7s to go
on time step 5709 (time=356.812), 2.42984 s/step
Meep progress: 356.9375/1224.9 = 29.1% done in 14067.4s, 34207.6s to go
on time step 5711 (time=356.938), 2.42804 s/step
Meep progress: 357.0625/1224.9 = 29.2% done in 14072.3s, 34202.5s to go
on time step 5713 (time=357.062), 2.42926 s/step
Meep progress: 357.1875/1224.9 = 29.2% done in 14077.1s, 34197.4s to go
on time step 5715 (time=357.188), 2.4296 s/step
Meep progress: 357.3125/1224.9 = 29.2% done in 14082.0s, 34192.3s to go
on time step 5717 (time=357.312), 2.43184 s/step
Meep progress: 357.4375/1224.9 = 29.2% done in 14086.8s, 34187.2s to go
on time step 5719 (time=357.438), 2.42985 s/step
Meep progress: 357.5625/1224.9 = 29.2% done in 14091.7s, 34182.2s to go
on time step 5721 (time=357.562), 2.42952 s/step
Meep progress: 357.6875/1224.9 = 29.2% done in 14096.6s, 34177.2s to go
on time step 5723 (time=357.688), 2.44975 s/step
Meep progress: 357.8125/1224.9 = 29.2% done in 14101.5s, 34172.1s to go
on time step 5725 (time=357.812), 2.42928 s/step
Meep progress: 357.9375/1224.9 = 29.2% done in 14106.3s, 34167.0s to go
on time step 5727 (time=357.938), 2.42924 s/step
Meep progress: 358.0625/1224.9 = 29.2% done in 14111.2s, 34161.9s to go
on time step 5729 (time=358.062), 2.42984 s/step
Meep progress: 358.1875/1224.9 = 29.2% done in 14116.0s, 34156.8s to go
on time step 5731 (time=358.188), 2.42977 s/step
Meep progress: 358.3125/1224.9 = 29.3% done in 14120.9s, 34151.7s to go
on time step 5733 (time=358.312), 2.42982 s/step
Meep progress: 358.4375/1224.9 = 29.3% done in 14125.8s, 34146.6s to go
on time step 5735 (time=358.438), 2.42861 s/step
Meep progress: 358.5625/1224.9 = 29.3% done in 14130.6s, 34141.5s to go
on time step 5737 (time=358.562), 2.42941 s/step
Meep progress: 358.6875/1224.9 = 29.3% done in 14135.5s, 34136.4s to go
on time step 5739 (time=358.688), 2.4282 s/step
Meep progress: 358.8125/1224.9 = 29.3% done in 14140.3s, 34131.4s to go
on time step 5741 (time=358.812), 2.42945 s/step
Meep progress: 358.9375/1224.9 = 29.3% done in 14145.2s, 34126.3s to go
on time step 5743 (time=358.938), 2.42991 s/step
Meep progress: 359.0625/1224.9 = 29.3% done in 14150.0s, 34121.2s to go
on time step 5745 (time=359.062), 2.42972 s/step
Meep progress: 359.1875/1224.9 = 29.3% done in 14154.9s, 34116.1s to go
on time step 5747 (time=359.188), 2.42782 s/step
Meep progress: 359.3125/1224.9 = 29.3% done in 14159.8s, 34111.0s to go
on time step 5749 (time=359.312), 2.4289 s/step
Meep progress: 359.4375/1224.9 = 29.3% done in 14164.6s, 34105.9s to go
on time step 5751 (time=359.438), 2.42873 s/step
Meep progress: 359.5625/1224.9 = 29.4% done in 14169.5s, 34100.8s to go
on time step 5753 (time=359.562), 2.4284 s/step
Meep progress: 359.6875/1224.9 = 29.4% done in 14174.3s, 34095.7s to go
on time step 5755 (time=359.688), 2.42889 s/step
Meep progress: 359.8125/1224.9 = 29.4% done in 14179.2s, 34090.6s to go
on time step 5757 (time=359.812), 2.42974 s/step
Meep progress: 359.9375/1224.9 = 29.4% done in 14184.0s, 34085.6s to go
on time step 5759 (time=359.938), 2.42944 s/step
Meep progress: 360.0625/1224.9 = 29.4% done in 14188.9s, 34080.5s to go
on time step 5761 (time=360.062), 2.42817 s/step
Meep progress: 360.1875/1224.9 = 29.4% done in 14193.8s, 34075.4s to go
on time step 5763 (time=360.188), 2.42936 s/step
Meep progress: 360.3125/1224.9 = 29.4% done in 14198.6s, 34070.3s to go
on time step 5765 (time=360.312), 2.42889 s/step
Meep progress: 360.4375/1224.9 = 29.4% done in 14203.5s, 34065.2s to go
on time step 5767 (time=360.438), 2.4281 s/step
Meep progress: 360.5625/1224.9 = 29.4% done in 14208.3s, 34060.1s to go
on time step 5769 (time=360.562), 2.42993 s/step
Meep progress: 360.6875/1224.9 = 29.4% done in 14213.2s, 34055.0s to go
on time step 5771 (time=360.688), 2.43056 s/step
Meep progress: 360.8125/1224.9 = 29.5% done in 14218.1s, 34049.9s to go
on time step 5773 (time=360.812), 2.42914 s/step
Meep progress: 360.9375/1224.9 = 29.5% done in 14222.9s, 34044.9s to go
on time step 5775 (time=360.938), 2.42856 s/step
Meep progress: 361.0625/1224.9 = 29.5% done in 14227.8s, 34039.8s to go
on time step 5777 (time=361.062), 2.42875 s/step
Meep progress: 361.1875/1224.9 = 29.5% done in 14232.6s, 34034.7s to go
on time step 5779 (time=361.188), 2.43 s/step
Meep progress: 361.3125/1224.9 = 29.5% done in 14237.5s, 34029.6s to go
on time step 5781 (time=361.312), 2.42883 s/step
Meep progress: 361.4375/1224.9 = 29.5% done in 14242.3s, 34024.5s to go
on time step 5783 (time=361.438), 2.42892 s/step
Meep progress: 361.5625/1224.9 = 29.5% done in 14247.2s, 34019.5s to go
on time step 5785 (time=361.562), 2.44965 s/step
Meep progress: 361.6875/1224.9 = 29.5% done in 14252.1s, 34014.4s to go
on time step 5787 (time=361.688), 2.42897 s/step
Meep progress: 361.8125/1224.9 = 29.5% done in 14257.0s, 34009.3s to go
on time step 5789 (time=361.812), 2.42863 s/step
Meep progress: 361.9375/1224.9 = 29.5% done in 14261.8s, 34004.3s to go
on time step 5791 (time=361.938), 2.42892 s/step
Meep progress: 362.0625/1224.9 = 29.6% done in 14266.7s, 33999.2s to go
on time step 5793 (time=362.062), 2.42931 s/step
Meep progress: 362.1875/1224.9 = 29.6% done in 14271.5s, 33994.1s to go
on time step 5795 (time=362.188), 2.4288 s/step
Meep progress: 362.3125/1224.9 = 29.6% done in 14276.4s, 33989.0s to go
on time step 5797 (time=362.312), 2.43034 s/step
Meep progress: 362.4375/1224.9 = 29.6% done in 14281.3s, 33983.9s to go
on time step 5799 (time=362.438), 2.43002 s/step
Meep progress: 362.5625/1224.9 = 29.6% done in 14286.1s, 33978.8s to go
on time step 5801 (time=362.562), 2.42925 s/step
